id,countryid,recorddate,cases,deaths
29307,308,2020-06-17,1,299
29308,308,2020-06-16,0,217
29309,308,2020-06-15,2,113
29474,309,2020-06-22,24,224
29475,309,2020-06-21,49,264
29476,309,2020-06-20,47,-148
29477,309,2020-06-19,66,331
29478,309,2020-06-18,43,328
29479,309,2020-06-17,34,210
29480,309,2020-06-16,26,301
29481,309,2020-06-15,44,338
29512,309,2020-05-15,262,992
29513,309,2020-05-14,195,888
29514,309,2020-05-13,172,1402
29515,309,2020-05-12,179,744
29516,309,2020-05-11,165,802
29517,309,2020-05-10,194,1083
29518,309,2020-05-09,243,1327
29519,309,2020-05-08,274,1401
29520,309,2020-05-07,369,1444
29521,309,2020-05-06,236,1075
29522,309,2020-05-05,195,1221
29523,309,2020-05-04,174,1389
29524,309,2020-05-03,474,1900
29525,309,2020-05-02,269,1965
29526,309,2020-05-01,285,1872
29527,309,2020-04-30,323,2086
29528,309,2020-04-29,382,2091
29529,309,2020-04-28,333,1739
29530,309,2020-04-27,260,2324
29531,309,2020-04-26,415,2357
29532,309,2020-04-25,420,3021
29533,309,2020-04-24,464,2646
29534,309,2020-04-23,437,3370
29535,309,2020-04-22,534,2729
29536,309,2020-04-21,454,2256
29537,309,2020-04-20,433,3047
29538,309,2020-04-19,480,3491
29539,309,2020-04-18,575,3493
29540,309,2020-04-17,525,3786
29541,309,2020-04-16,578,2667
29542,309,2020-04-15,604,2972
29543,309,2020-04-14,564,3153
29544,309,2020-04-13,431,4092
29545,309,2020-04-12,619,4694
29546,309,2020-04-11,570,3951
29547,309,2020-04-10,612,4204
29548,309,2020-04-09,540,3836
29549,309,2020-04-08,604,3039
29550,309,2020-04-07,636,3599
29551,309,2020-04-06,527,4316
29552,309,2020-04-05,681,4805
29553,309,2020-04-04,764,4585
29554,309,2020-04-03,760,4668
29555,309,2020-04-02,727,4782
29556,309,2020-04-01,839,4053
29557,309,2020-03-31,810,4050
29558,309,2020-03-30,758,5217
29559,309,2020-03-29,887,5974
29560,309,2020-03-28,971,5959
29561,309,2020-03-27,660,6153
29562,309,2020-03-26,685,5210
29563,309,2020-03-25,743,5249
29564,309,2020-03-24,601,4789
29565,309,2020-03-23,649,5560
29566,309,2020-03-22,795,6557
29567,309,2020-03-21,625,5986
29568,309,2020-03-20,429,5322
29569,309,2020-03-19,473,4207
29570,309,2020-03-18,347,3526
29571,309,2020-03-17,347,4000
29572,309,2020-03-16,370,2823
29573,309,2020-03-15,173,3497
29574,309,2020-03-14,252,2547
29575,309,2020-03-13,189,2651
29576,309,2020-03-12,196,2313
29577,309,2020-03-11,167,977
29578,309,2020-03-10,98,1797
29579,309,2020-03-09,133,1492
29580,309,2020-03-08,36,1247
29581,309,2020-03-07,49,778
29582,309,2020-03-06,41,769
29583,309,2020-03-05,27,587
29584,309,2020-03-04,28,466
29585,309,2020-03-03,17,347
29586,309,2020-03-02,6,561
29587,309,2020-03-01,8,240
29588,309,2020-02-29,4,238
29589,309,2020-02-28,5,250
29590,309,2020-02-27,1,78
29591,309,2020-02-26,5,93
29592,309,2020-02-25,4,97
29593,309,2020-02-24,0,53
29594,309,2020-02-23,2,62
29595,309,2020-02-22,0,14
29596,309,2020-02-21,0,0
29597,309,2020-02-20,0,0
29598,309,2020-02-19,0,0
29599,309,2020-02-18,0,0
29600,309,2020-02-17,0,0
29601,309,2020-02-16,0,0
29602,309,2020-02-15,0,0
29603,309,2020-02-14,0,0
29604,309,2020-02-13,0,0
29605,309,2020-02-12,0,0
29606,309,2020-02-11,0,0
29607,309,2020-02-10,0,0
29608,309,2020-02-09,0,0
29609,309,2020-02-08,0,0
29610,309,2020-02-07,0,0
29611,309,2020-02-06,0,0
29612,309,2020-02-05,0,0
29613,309,2020-02-04,0,0
29614,309,2020-02-03,0,0
29615,309,2020-02-02,0,0
29616,309,2020-02-01,0,0
29617,309,2020-01-31,0,3
29618,309,2020-01-30,0,0
29619,309,2020-01-29,0,0
29620,309,2020-01-28,0,0
29621,309,2020-01-27,0,0
29622,309,2020-01-26,0,0
29623,309,2020-01-25,0,0
29624,309,2020-01-24,0,0
29625,309,2020-01-23,0,0
29626,309,2020-01-22,0,0
29627,309,2020-01-21,0,0
29628,309,2020-01-20,0,0
29629,309,2020-01-19,0,0
29630,309,2020-01-18,0,0
29631,309,2020-01-17,0,0
29632,309,2020-01-16,0,0
29633,309,2020-01-15,0,0
29634,309,2020-01-14,0,0
29635,309,2020-01-13,0,0
29636,309,2020-01-12,0,0
29637,309,2020-01-11,0,0
29638,309,2020-01-10,0,0
29639,309,2020-01-09,0,0
29640,309,2020-01-08,0,0
29641,309,2020-01-07,0,0
29642,309,2020-01-06,0,0
29643,309,2020-01-05,0,0
29644,309,2020-01-04,0,0
29645,309,2020-01-03,0,0
29646,309,2020-01-02,0,0
29647,309,2020-01-01,0,0
29648,309,2019-12-31,0,0
29649,310,2020-06-22,0,2
29650,310,2020-06-21,0,5
29651,310,2020-06-20,0,26
29652,310,2020-06-19,0,0
29653,310,2020-06-18,0,5
29654,310,2020-06-17,0,0
29655,310,2020-06-16,0,4
29656,310,2020-06-15,0,2
29657,310,2020-06-14,0,1
29658,310,2020-06-13,0,3
29659,310,2020-06-12,0,6
29660,310,2020-06-11,0,0
29661,310,2020-06-10,0,6
29662,310,2020-06-09,0,1
29663,310,2020-06-08,0,2
29664,310,2020-06-07,0,1
29665,310,2020-06-06,0,4
29666,310,2020-06-05,1,1
29667,310,2020-06-04,0,0
29668,310,2020-06-03,0,2
29669,310,2020-06-02,0,2
29670,310,2020-06-01,0,5
29671,310,2020-05-31,0,6
29672,310,2020-05-30,0,6
29673,310,2020-05-29,0,0
29674,310,2020-05-28,0,5
29675,310,2020-05-27,0,8
29676,310,2020-05-26,0,4
29677,310,2020-05-25,0,2
29678,310,2020-05-24,0,6
29679,310,2020-05-23,0,10
29680,310,2020-05-22,0,5
29681,310,2020-05-21,0,9
29682,310,2020-05-20,0,0
29683,310,2020-05-19,0,0
29684,310,2020-05-18,0,3
29685,310,2020-05-17,0,6
29686,310,2020-05-16,0,2
29687,310,2020-05-15,0,0
29688,310,2020-05-14,0,2
29689,310,2020-05-13,0,2
29690,310,2020-05-12,0,3
29691,310,2020-05-11,0,4
29692,310,2020-05-10,0,8
29693,310,2020-05-09,0,2
29694,310,2020-05-08,0,10
29695,310,2020-05-07,0,5
29696,310,2020-05-06,0,2
29697,310,2020-05-05,0,2
29698,310,2020-05-04,1,6
29699,310,2020-05-03,0,31
29700,310,2020-05-02,0,10
29701,310,2020-05-01,1,26
29702,310,2020-04-30,0,15
29703,310,2020-04-29,0,17
29704,310,2020-04-28,0,14
29705,310,2020-04-27,0,45
29706,310,2020-04-26,0,17
29707,310,2020-04-25,1,36
29708,310,2020-04-24,0,0
29709,310,2020-04-23,0,19
29710,310,2020-04-22,0,10
29711,310,2020-04-21,1,27
29712,310,2020-04-20,0,23
29713,310,2020-04-19,0,10
29714,310,2020-04-18,0,20
29715,310,2020-04-17,0,18
29716,310,2020-04-16,0,20
29717,310,2020-04-15,1,32
29718,310,2020-04-14,0,1
29719,310,2020-04-13,0,3
29720,310,2020-04-12,0,4
29721,310,2020-04-11,0,2
29722,310,2020-04-10,0,0
29723,310,2020-04-09,1,0
29724,310,2020-04-08,0,4
29725,310,2020-04-07,0,1
29726,310,2020-04-06,0,3
29727,310,2020-04-05,0,2
29728,310,2020-04-04,0,6
29729,310,2020-04-03,0,3
29730,310,2020-04-02,2,6
29731,310,2020-04-01,0,0
29732,310,2020-03-31,0,4
29733,310,2020-03-30,0,2
29734,310,2020-03-29,0,6
29735,310,2020-03-28,0,0
29736,310,2020-03-27,0,1
29737,310,2020-03-26,0,4
29738,310,2020-03-25,1,2
29739,310,2020-03-24,0,0
29740,310,2020-03-23,0,0
29741,310,2020-03-22,0,0
29742,310,2020-03-21,0,3
29743,310,2020-03-20,0,1
29744,310,2020-03-19,0,2
29745,310,2020-03-18,0,3
29746,310,2020-03-17,0,0
29747,310,2020-03-16,0,2
29748,310,2020-03-14,0,2
29749,310,2020-03-13,0,4
29750,310,2020-03-12,0,2
29751,311,2020-06-22,1,117
29752,311,2020-06-21,0,0
29753,311,2020-06-20,17,59
29754,311,2020-06-19,0,72
29755,311,2020-06-18,4,40
29756,311,2020-06-17,4,41
29757,311,2020-06-16,2,85
29758,311,2020-06-15,0,73
29759,311,2020-06-14,1,47
29760,311,2020-06-13,2,50
29761,311,2020-06-12,2,40
29762,311,2020-06-11,1,41
29763,311,2020-06-10,3,41
29764,311,2020-06-09,0,36
29765,311,2020-06-08,0,33
29766,311,2020-06-07,2,38
29767,311,2020-06-06,7,39
29768,311,2020-06-05,4,46
29769,311,2020-06-04,3,32
29770,311,2020-06-03,6,56
29771,311,2020-06-02,2,46
29772,311,2020-06-01,1,33
29773,311,2020-05-31,5,47
29774,311,2020-05-30,12,85
29775,311,2020-05-29,16,68
29776,311,2020-05-28,0,0
29777,311,2020-05-27,12,28
29778,311,2020-05-26,16,42
29779,311,2020-05-25,10,31
29780,311,2020-05-24,12,14
29781,311,2020-05-23,12,23
29782,311,2020-05-22,19,89
29783,311,2020-05-21,6,39
29784,311,2020-05-20,8,20
29785,311,2020-05-19,14,60
29786,311,2020-05-18,5,20
29787,311,2020-05-17,19,48
29788,311,2020-05-16,15,44
29789,311,2020-05-15,23,114
29790,311,2020-05-14,19,55
29791,311,2020-05-13,25,150
29792,311,2020-05-12,22,76
29793,311,2020-05-11,8,51
29794,311,2020-05-10,12,119
29795,311,2020-05-09,44,81
29796,311,2020-05-08,6,84
29797,311,2020-05-07,8,109
29798,311,2020-05-06,22,123
29799,311,2020-05-05,11,174
29800,311,2020-05-04,18,218
29801,311,2020-05-03,34,295
29802,311,2020-05-02,26,263
29803,311,2020-05-01,17,193
29804,311,2020-04-30,26,236
29805,311,2020-04-29,13,276
29806,311,2020-04-28,25,191
29807,311,2020-04-27,3,203
29808,311,2020-04-26,14,290
29809,311,2020-04-25,17,652
29810,311,2020-04-24,30,468
29811,311,2020-04-23,101,276
29812,311,2020-04-22,0,378
29813,311,2020-04-21,15,367
29814,311,2020-04-20,10,390
29815,311,2020-04-19,7,566
29816,311,2020-04-18,6,628
29817,311,2020-04-17,12,585
29818,311,2020-04-16,17,482
29819,311,2020-04-15,10,455
29820,311,2020-04-14,7,390
29821,311,2020-04-13,4,507
29822,311,2020-04-12,10,1401
29823,311,2020-04-11,3,680
29824,311,2020-04-10,4,410
29825,311,2020-04-09,1,351
29826,311,2020-04-08,0,89
29827,311,2020-04-07,7,163
29828,311,2020-04-06,3,383
29829,311,2020-04-05,1,336
29830,311,2020-04-04,6,318
29831,311,2020-04-03,6,439
29832,311,2020-04-02,1,225
29833,311,2020-04-01,0,0
29834,311,2020-03-31,2,87
29835,311,2020-03-30,2,173
29836,311,2020-03-29,3,194
29837,311,2020-03-28,3,135
29838,311,2020-03-27,1,96
29839,311,2020-03-26,2,75
29840,311,2020-03-25,1,65
29841,311,2020-03-24,1,39
29842,311,2020-03-23,5,43
29843,311,2020-03-22,1,39
29844,311,2020-03-21,2,57
29845,311,2020-03-20,4,77
29846,311,2020-03-19,1,44
29847,311,2020-03-18,0,5
29848,311,2020-03-17,4,10
29849,311,2020-03-16,2,34
29850,311,2020-03-15,1,43
29851,311,2020-03-14,2,62
29852,311,2020-03-13,4,56
29853,311,2020-03-12,3,51
29854,311,2020-03-11,3,54
29855,311,2020-03-10,2,26
29856,311,2020-03-09,1,33
29857,311,2020-03-08,0,47
29858,311,2020-03-07,0,59
29859,311,2020-03-06,0,32
29860,311,2020-03-05,0,49
29861,311,2020-03-04,0,14
29862,311,2020-03-03,0,0
29863,311,2020-03-02,1,15
29864,311,2020-03-01,2,9
29865,311,2020-02-29,0,20
29866,311,2020-02-28,0,24
29867,311,2020-02-27,2,22
29868,311,2020-02-26,0,20
29869,311,2020-02-25,0,0
29870,311,2020-02-24,0,12
29871,311,2020-02-23,0,27
29872,311,2020-02-22,0,12
29873,311,2020-02-21,0,9
29874,311,2020-02-20,0,18
29875,311,2020-02-19,0,7
29876,311,2020-02-18,0,0
29877,311,2020-02-17,0,7
29878,311,2020-02-16,0,14
29879,311,2020-02-15,0,8
29880,311,2020-02-14,0,1
29881,311,2020-02-13,1,4
29882,311,2020-02-12,0,0
29883,311,2020-02-11,0,0
29884,311,2020-02-10,0,0
29885,311,2020-02-09,0,0
29886,311,2020-02-08,0,0
29887,311,2020-02-07,0,0
29888,311,2020-02-06,0,0
29889,311,2020-02-05,0,5
29890,311,2020-02-04,0,0
29891,311,2020-02-03,0,1
29892,311,2020-02-02,0,4
29893,311,2020-02-01,0,1
29894,311,2020-01-31,0,3
29895,311,2020-01-30,0,4
29896,311,2020-01-29,0,3
29897,311,2020-01-28,0,1
29898,311,2020-01-27,0,0
29899,311,2020-01-26,0,1
29900,311,2020-01-25,0,0
29901,311,2020-01-24,0,1
29902,311,2020-01-23,0,0
29903,311,2020-01-22,0,0
29904,311,2020-01-21,0,0
29905,311,2020-01-20,0,0
29906,311,2020-01-19,0,0
29907,311,2020-01-18,0,0
29908,311,2020-01-17,0,0
29909,311,2020-01-16,0,0
29910,311,2020-01-15,0,1
29911,311,2020-01-14,0,0
29912,311,2020-01-13,0,0
29913,311,2020-01-12,0,0
29914,311,2020-01-11,0,0
29915,311,2020-01-10,0,0
29916,311,2020-01-09,0,0
29917,311,2020-01-08,0,0
29918,311,2020-01-07,0,0
29919,311,2020-01-06,0,0
29920,311,2020-01-05,0,0
29921,311,2020-01-04,0,0
29922,311,2020-01-03,0,0
29923,311,2020-01-02,0,0
29924,311,2020-01-01,0,0
29925,311,2019-12-31,0,0
29926,312,2020-06-22,0,0
29927,312,2020-06-21,0,0
29928,312,2020-06-20,1,0
29929,312,2020-06-19,0,0
29930,312,2020-06-18,0,2
29931,312,2020-06-17,0,0
29932,312,2020-06-16,0,3
29933,312,2020-06-15,0,0
29934,312,2020-06-14,0,0
29935,312,2020-06-13,0,0
29936,312,2020-06-12,0,0
29937,312,2020-06-11,0,0
29938,312,2020-06-10,0,1
29939,312,2020-06-09,0,1
29940,312,2020-06-08,0,0
29941,312,2020-06-07,0,2
29942,312,2020-06-06,0,0
29943,312,2020-06-05,0,0
29944,312,2020-06-04,0,1
29945,312,2020-06-03,1,0
29946,312,2020-06-02,0,0
29947,312,2020-06-01,0,0
29948,312,2020-05-31,0,0
29949,312,2020-05-30,0,0
29950,312,2020-05-29,0,0
29951,312,2020-05-28,0,1
29952,312,2020-05-27,0,0
29953,312,2020-05-26,0,1
29954,312,2020-05-25,0,0
29955,312,2020-05-24,0,0
29956,312,2020-05-23,0,0
29957,312,2020-05-22,0,0
29958,312,2020-05-21,1,3
29959,312,2020-05-20,1,0
29960,312,2020-05-19,0,1
29961,312,2020-05-18,0,0
29962,312,2020-05-17,0,5
29963,312,2020-05-16,0,0
29964,312,2020-05-15,0,1
29965,312,2020-05-14,1,1
29966,312,2020-05-13,1,1
29967,312,2020-05-12,0,0
29968,312,2020-05-11,0,1
29969,312,2020-05-10,0,0
29970,312,2020-05-09,0,0
29971,312,2020-05-08,0,0
29972,312,2020-05-07,1,0
29973,312,2020-05-06,0,0
29974,312,2020-05-05,0,1
29975,312,2020-05-04,0,1
29976,312,2020-05-03,0,5
29977,312,2020-05-02,1,0
29978,312,2020-05-01,2,0
29979,312,2020-04-30,1,2
29980,312,2020-04-29,1,1
29981,312,2020-04-28,0,2
29982,312,2020-04-27,0,1
29983,312,2020-04-26,0,2
29984,312,2020-04-25,0,2
29985,312,2020-04-24,1,21
29986,312,2020-04-23,4,0
29987,312,2020-04-22,0,6
29988,312,2020-04-21,2,0
29989,312,2020-04-20,0,4
29990,312,2020-04-19,1,21
29991,312,2020-04-18,1,1
29992,312,2020-04-17,4,6
29993,312,2020-04-16,2,0
29994,312,2020-04-15,0,0
29995,312,2020-04-14,0,4
29996,312,2020-04-13,0,15
29997,312,2020-04-12,0,0
29998,312,2020-04-11,1,15
29999,312,2020-04-10,0,13
30000,312,2020-04-09,0,0
30001,312,2020-04-08,0,1
30002,312,2020-04-07,0,14
30003,312,2020-04-06,0,32
30004,312,2020-04-05,1,5
30005,312,2020-04-04,0,37
30006,312,2020-04-03,0,0
30007,312,2020-04-02,0,0
30008,312,2020-04-01,0,18
30009,312,2020-03-31,0,0
30010,312,2020-03-30,1,2
30011,312,2020-03-29,0,9
30012,312,2020-03-28,0,20
30013,312,2020-03-27,1,14
30014,312,2020-03-26,0,0
30015,312,2020-03-25,0,0
30016,312,2020-03-24,0,3
30017,312,2020-03-23,0,3
30018,312,2020-03-22,0,0
30019,312,2020-03-21,0,7
30020,312,2020-03-20,0,5
30021,313,2020-06-22,0,18
30022,313,2020-06-21,0,7
30023,313,2020-06-20,0,7
30024,313,2020-06-19,0,14
30025,313,2020-06-18,0,6
30026,313,2020-06-17,0,2
30027,313,2020-06-16,0,18
30028,313,2020-06-15,0,8
30029,313,2020-06-14,0,38
30030,313,2020-06-13,0,25
30031,313,2020-06-12,0,27
30032,313,2020-06-11,0,18
30033,313,2020-06-10,0,14
30034,313,2020-06-09,0,23
30035,313,2020-06-08,0,13
30036,313,2020-06-07,0,11
30037,313,2020-06-06,0,19
30038,313,2020-06-05,0,8
30039,313,2020-06-04,0,2
30040,313,2020-06-03,0,9
30041,313,2020-06-02,0,7
30042,313,2020-06-01,0,5
30043,313,2020-05-31,0,4
30044,313,2020-05-30,0,2
30045,313,2020-05-29,0,8
30046,313,2020-05-28,0,2
30047,313,2020-05-27,0,7
30048,313,2020-05-26,0,3
30049,313,2020-05-25,0,4
30050,313,2020-05-24,0,4
30051,313,2020-05-23,0,16
30052,313,2020-05-22,0,12
30053,313,2020-05-21,0,23
30054,313,2020-05-20,0,20
30055,313,2020-05-19,0,16
30056,313,2020-05-18,0,6
30057,313,2020-05-17,0,11
30058,313,2020-05-16,0,10
30059,313,2020-05-15,0,4
30060,313,2020-05-14,0,6
30061,313,2020-05-13,0,14
30062,313,2020-05-12,0,22
30063,313,2020-05-11,0,18
30064,313,2020-05-10,0,14
30065,313,2020-05-09,0,14
30066,313,2020-05-08,0,21
30067,313,2020-05-07,0,2
30068,313,2020-05-06,0,6
30069,313,2020-05-05,0,4
30070,313,2020-05-04,0,1
30071,313,2020-05-03,1,1
30072,313,2020-05-02,0,6
30073,313,2020-05-01,0,2
30074,313,2020-04-30,0,2
30075,313,2020-04-29,1,0
30076,313,2020-04-28,0,2
30077,313,2020-04-27,0,3
30078,313,2020-04-26,0,3
30079,313,2020-04-25,0,4
30080,313,2020-04-24,0,9
30081,313,2020-04-23,0,3
30082,313,2020-04-22,0,0
30083,313,2020-04-21,0,8
30084,313,2020-04-20,0,4
30085,313,2020-04-19,0,6
30086,313,2020-04-18,0,5
30087,313,2020-04-17,0,1
30088,313,2020-04-16,0,4
30089,313,2020-04-15,0,6
30090,313,2020-04-14,0,2
30091,313,2020-04-13,0,8
30092,313,2020-04-12,0,9
30093,313,2020-04-11,0,0
30094,313,2020-04-10,1,14
30095,313,2020-04-09,0,9
30096,313,2020-04-08,0,0
30097,313,2020-04-07,1,4
30098,313,2020-04-06,0,22
30099,313,2020-04-05,0,24
30100,313,2020-04-04,0,0
30101,313,2020-04-03,0,21
30102,313,2020-04-02,0,4
30103,313,2020-04-01,0,6
30104,313,2020-03-31,4,9
30105,313,2020-03-30,0,24
30106,313,2020-03-29,1,23
30107,313,2020-03-28,0,40
30108,313,2020-03-27,0,19
30109,313,2020-03-26,0,26
30110,313,2020-03-25,0,15
30111,313,2020-03-24,0,13
30112,313,2020-03-23,0,15
30113,313,2020-03-22,0,15
30114,313,2020-03-21,0,13
30115,313,2020-03-20,0,4
30116,313,2020-03-19,0,17
30117,313,2020-03-18,0,19
30118,313,2020-03-17,0,1
30119,313,2020-03-16,0,14
30120,313,2020-03-15,0,0
30121,313,2020-03-08,0,0
30122,313,2020-03-03,0,1
30123,314,2020-06-22,2,507
30124,314,2020-06-21,5,446
30125,314,2020-06-20,8,428
30126,314,2020-06-19,5,474
30127,314,2020-06-18,12,335
30128,314,2020-06-17,7,350
30129,314,2020-06-16,4,383
30130,314,2020-06-15,4,313
30131,314,2020-06-14,3,258
30132,314,2020-06-13,3,366
30133,314,2020-06-12,0,314
30134,314,2020-06-11,6,239
30135,314,2020-06-10,3,245
30136,314,2020-06-09,2,215
30137,314,2020-06-08,3,165
30138,314,2020-06-07,1,183
30139,314,2020-06-06,0,199
30140,314,2020-06-05,4,245
30141,314,2020-06-04,4,271
30142,314,2020-06-03,3,225
30143,314,2020-06-02,0,263
30144,314,2020-06-01,3,450
30145,314,2020-05-31,1,476
30146,314,2020-05-30,0,450
30147,314,2020-05-29,0,356
30148,314,2020-05-28,0,272
30149,314,2020-05-27,2,335
30150,314,2020-05-26,0,438
30151,314,2020-05-25,0,209
30152,314,2020-05-24,0,403
30153,314,2020-05-23,0,322
30154,314,2020-05-22,0,363
30155,314,2020-05-21,0,265
30156,314,2020-05-20,0,218
30157,314,2020-05-19,1,311
30158,314,2020-05-18,0,283
30159,314,2020-05-17,0,307
30160,314,2020-05-16,2,279
30161,314,2020-05-15,0,0
30162,314,2020-05-14,0,154
30163,314,2020-05-13,0,177
30164,314,2020-05-12,1,114
30165,314,2020-05-11,0,90
30166,314,2020-05-10,0,202
30167,314,2020-05-09,0,144
30168,314,2020-05-08,1,188
30169,314,2020-05-07,1,225
30170,314,2020-05-06,0,156
30171,314,2020-05-05,2,157
30172,314,2020-05-04,2,87
30173,314,2020-05-03,0,206
30174,314,2020-05-02,0,167
30175,314,2020-05-01,0,299
30176,314,2020-04-30,0,142
30177,314,2020-04-29,0,203
30178,314,2020-04-28,0,143
30179,314,2020-04-27,0,65
30180,314,2020-04-26,0,170
30181,314,2020-04-25,3,148
30182,314,2020-04-24,3,143
30183,314,2020-04-23,0,166
30184,314,2020-04-22,0,76
30185,314,2020-04-21,0,214
30186,314,2020-04-20,2,81
30187,314,2020-04-19,0,63
30188,314,2020-04-18,0,121
30189,314,2020-04-17,1,139
30190,314,2020-04-16,2,64
30191,314,2020-04-15,0,88
30192,314,2020-04-14,4,218
30193,314,2020-04-13,0,81
30194,314,2020-04-12,0,40
30195,314,2020-04-11,1,38
30196,314,2020-04-10,2,43
30197,314,2020-04-09,1,55
30198,314,2020-04-08,0,34
30199,314,2020-04-07,1,139
30200,314,2020-04-06,2,71
30201,314,2020-04-05,0,0
30202,314,2020-04-04,0,74
30203,314,2020-04-03,1,38
30204,314,2020-04-02,1,8
30205,314,2020-04-01,0,15
30206,314,2020-03-31,0,41
30207,314,2020-03-30,1,55
30208,314,2020-03-29,0,36
30209,314,2020-03-28,0,73
30210,314,2020-03-27,0,32
30211,314,2020-03-26,0,9
30212,314,2020-03-25,0,17
30213,314,2020-03-24,0,2
30214,314,2020-03-23,0,4
30215,314,2020-03-22,0,3
30216,314,2020-03-21,0,4
30217,314,2020-03-20,0,12
30218,314,2020-03-19,0,4
30219,314,2020-03-18,0,22
30220,314,2020-03-17,0,2
30221,314,2020-03-16,0,3
30222,314,2020-03-15,0,6
30223,315,2020-06-22,2,260
30224,315,2020-06-21,2,104
30225,315,2020-06-20,2,117
30226,315,2020-06-19,10,213
30227,315,2020-06-18,2,184
30228,315,2020-06-17,1,133
30229,315,2020-06-16,1,133
30230,315,2020-06-15,3,137
30231,315,2020-06-14,4,152
30232,315,2020-06-13,4,90
30233,315,2020-06-12,3,121
30234,315,2020-06-11,1,105
30235,315,2020-06-10,3,127
30236,315,2020-06-09,1,95
30237,315,2020-06-08,1,167
30238,315,2020-06-07,4,126
30239,315,2020-06-06,1,134
30240,315,2020-06-05,4,124
30241,315,2020-06-04,3,123
30242,315,2020-06-03,2,72
30243,315,2020-06-02,5,59
30244,315,2020-06-01,1,74
30245,315,2020-05-31,1,143
30246,315,2020-05-30,4,127
30247,315,2020-05-29,3,147
30248,315,2020-05-28,3,123
30249,315,2020-05-27,0,62
30250,315,2020-05-26,1,72
30251,315,2020-05-25,1,22
30252,315,2020-05-24,0,31
30253,315,2020-05-23,0,52
30254,315,2020-05-22,0,80
30255,315,2020-05-21,0,66
30256,315,2020-05-20,0,51
30257,315,2020-05-19,0,25
30258,315,2020-05-18,0,57
30259,315,2020-05-17,5,49
30260,315,2020-05-16,3,23
30261,315,2020-05-15,2,21
30262,315,2020-05-14,4,22
30263,315,2020-05-13,3,15
30264,315,2020-05-12,1,28
30265,315,2020-05-11,2,23
30266,315,2020-05-10,1,28
30267,315,2020-05-09,0,14
30268,315,2020-05-08,3,25
30269,315,2020-05-07,2,47
30270,315,2020-05-06,0,45
30271,315,2020-05-05,0,25
30272,315,2020-05-04,2,30
30273,315,2020-05-03,1,24
30274,315,2020-05-02,4,15
30275,315,2020-05-01,2,12
30276,315,2020-04-30,1,10
30277,315,2020-04-29,0,11
30278,315,2020-04-28,0,8
30279,315,2020-04-27,0,12
30280,315,2020-04-26,0,7
30281,315,2020-04-25,0,16
30282,315,2020-04-24,0,17
30283,315,2020-04-23,0,22
30284,315,2020-04-22,0,0
30285,315,2020-04-21,0,11
30286,315,2020-04-20,2,8
30287,315,2020-04-19,1,16
30288,315,2020-04-18,0,12
30289,315,2020-04-17,1,9
30290,315,2020-04-16,1,9
30291,315,2020-04-15,0,8
30292,315,2020-04-14,1,11
30293,315,2020-04-13,1,6
30294,315,2020-04-12,0,2
30295,315,2020-04-11,0,5
30296,315,2020-04-10,1,5
30297,315,2020-04-09,0,7
30298,315,2020-04-08,2,14
30299,315,2020-04-07,0,16
30300,315,2020-04-06,0,16
30301,315,2020-04-05,0,4
30302,315,2020-04-04,1,12
30303,315,2020-04-03,2,29
30304,315,2020-04-02,0,22
30305,315,2020-04-01,0,9
30306,315,2020-03-31,0,8
30307,315,2020-03-30,0,4
30308,315,2020-03-29,0,7
30309,315,2020-03-28,0,0
30310,315,2020-03-27,1,6
30311,315,2020-03-26,0,0
30312,315,2020-03-25,0,9
30313,315,2020-03-24,0,1
30314,315,2020-03-23,0,8
30315,315,2020-03-22,0,0
30316,315,2020-03-21,0,0
30317,315,2020-03-20,0,0
30318,315,2020-03-19,0,3
30319,315,2020-03-18,0,1
30320,315,2020-03-17,0,0
30321,315,2020-03-16,0,2
30322,315,2020-03-15,0,0
30323,315,2020-03-14,0,1
30324,316,2020-06-22,0,0
30325,316,2020-06-21,0,0
30326,316,2020-06-20,0,0
30327,316,2020-06-19,0,0
30328,316,2020-06-18,0,0
30329,316,2020-06-17,0,0
30330,316,2020-06-16,1,49
30331,316,2020-06-15,0,0
30332,316,2020-06-14,1,111
30333,316,2020-06-13,0,0
30334,316,2020-06-12,0,28
30335,316,2020-06-11,0,35
30336,316,2020-06-10,0,0
30337,316,2020-06-09,1,121
30338,316,2020-06-08,0,0
30339,316,2020-06-07,0,0
30340,316,2020-06-06,0,0
30341,316,2020-06-05,0,0
30342,316,2020-06-04,0,75
30343,316,2020-06-03,0,3
30344,316,2020-06-02,0,0
30345,316,2020-06-01,0,0
30346,316,2020-05-31,0,16
30347,316,2020-05-30,0,0
30348,316,2020-05-29,0,1
30349,316,2020-05-28,0,9
30350,316,2020-05-27,0,0
30351,316,2020-05-26,1,6
30352,316,2020-05-25,0,7
30353,316,2020-05-24,0,21
30354,316,2020-05-23,0,1
30355,316,2020-05-22,0,14
30356,316,2020-05-21,0,0
30357,316,2020-05-20,0,34
30358,316,2020-05-19,0,0
30359,316,2020-05-18,0,11
30360,316,2020-05-17,0,0
30361,316,2020-05-16,0,0
30362,316,2020-05-15,0,25
30363,316,2020-05-14,0,0
30364,316,2020-05-13,1,35
30365,316,2020-05-12,0,14
30366,316,2020-05-11,0,0
30367,316,2020-05-10,0,8
30368,316,2020-05-09,1,1
30369,316,2020-05-08,1,1
