id,countryid,recorddate,cases,deaths
11207,253,2020-03-19,0,37
11208,253,2020-03-18,0,8
11209,253,2020-03-17,0,12
11210,253,2020-03-16,0,11
11211,253,2020-03-15,0,18
11212,253,2020-03-14,0,7
11213,253,2020-03-12,0,6
11214,253,2020-03-10,0,2
11215,253,2020-03-07,0,1
11216,254,2020-06-14,0,14
11217,254,2020-06-13,0,0
11218,254,2020-06-12,0,0
11219,254,2020-06-11,0,0
11220,254,2020-06-10,0,21
11221,254,2020-06-09,0,0
11222,254,2020-06-08,0,0
11223,254,2020-06-07,0,9
11224,254,2020-06-06,0,0
11225,254,2020-06-05,0,0
11226,254,2020-06-04,0,0
11227,254,2020-06-03,0,26
11228,254,2020-06-02,0,0
11229,254,2020-06-01,0,0
11230,254,2020-05-31,0,19
11231,254,2020-05-30,0,0
11232,254,2020-05-29,0,0
11233,254,2020-05-28,1,0
11234,254,2020-05-27,0,0
11235,254,2020-05-26,0,0
11236,254,2020-05-25,0,9
11237,254,2020-05-24,0,0
11238,254,2020-05-23,0,44
11239,254,2020-05-22,0,0
11240,254,2020-05-21,0,0
11241,254,2020-05-20,0,23
11242,254,2020-05-19,0,0
11243,254,2020-05-18,0,0
11244,254,2020-05-17,0,0
11245,254,2020-05-16,0,0
11246,254,2020-05-15,0,0
11247,254,2020-05-14,0,0
11248,254,2020-05-13,0,0
11249,254,2020-05-12,0,0
11250,254,2020-05-11,0,0
11251,254,2020-05-10,0,3
11252,254,2020-05-09,0,0
11253,254,2020-05-08,0,0
11254,254,2020-05-07,0,4
11255,254,2020-05-06,0,0
11256,254,2020-05-05,1,1
11257,254,2020-05-04,0,2
11258,254,2020-05-03,0,0
11259,254,2020-05-02,0,1
11260,255,2020-06-14,0,34
11261,255,2020-06-13,0,0
11262,255,2020-06-12,0,0
11263,255,2020-06-11,1,17
11264,255,2020-06-10,2,45
11265,255,2020-06-09,0,0
11266,255,2020-06-08,0,0
11267,255,2020-06-07,2,44
11268,255,2020-06-06,0,4
11269,255,2020-06-05,0,17
11270,255,2020-06-04,0,7
11271,255,2020-06-03,0,0
11272,255,2020-06-02,0,0
11273,255,2020-06-01,1,24
11274,255,2020-05-31,0,0
11275,255,2020-05-30,0,16
11276,255,2020-05-29,0,0
11277,255,2020-05-28,0,2
11278,255,2020-05-27,2,38
11279,255,2020-05-26,1,44
11280,255,2020-05-25,0,0
11281,255,2020-05-24,0,18
11282,255,2020-05-23,0,0
11283,255,2020-05-22,1,49
11284,255,2020-05-21,0,0
11285,255,2020-05-20,0,8
11286,255,2020-05-19,0,0
11287,255,2020-05-18,0,0
11288,255,2020-05-17,0,21
11289,255,2020-05-16,0,0
11290,255,2020-05-15,4,50
11291,255,2020-05-14,0,8
11292,255,2020-05-13,0,0
11293,255,2020-05-12,1,46
11294,255,2020-05-11,0,0
11295,255,2020-05-10,0,0
11296,255,2020-05-09,0,13
11297,255,2020-05-08,0,10
11298,255,2020-05-07,0,28
11299,255,2020-05-06,0,0
11300,255,2020-05-05,0,7
11301,255,2020-05-04,0,0
11302,255,2020-05-03,0,0
11303,255,2020-05-02,1,9
11304,255,2020-05-01,0,0
11305,255,2020-04-30,1,13
11306,255,2020-04-29,0,0
11307,255,2020-04-28,0,7
11308,255,2020-04-27,0,0
11309,255,2020-04-26,2,0
11310,255,2020-04-25,0,14
11311,255,2020-04-24,0,0
11312,255,2020-04-23,0,21
11313,255,2020-04-22,0,5
11314,255,2020-04-21,0,0
11315,255,2020-04-20,0,17
11316,255,2020-04-19,0,0
11317,255,2020-04-18,1,26
11318,255,2020-04-17,0,0
11319,255,2020-04-16,0,43
11320,255,2020-04-15,0,4
11321,255,2020-04-14,0,0
11322,255,2020-04-13,0,10
11323,255,2020-04-12,0,0
11324,255,2020-04-11,0,0
11325,255,2020-04-10,0,0
11326,255,2020-04-09,0,15
11327,255,2020-04-08,0,0
11328,255,2020-04-07,0,0
11329,255,2020-04-06,0,0
11330,255,2020-04-05,2,4
11331,255,2020-04-04,0,0
11332,255,2020-04-03,1,19
11333,255,2020-04-02,0,0
11334,255,2020-04-01,2,3
11335,255,2020-03-31,0,0
11336,255,2020-03-30,0,0
11337,255,2020-03-29,0,15
11338,255,2020-03-28,0,0
11339,255,2020-03-27,0,0
11340,255,2020-03-26,0,0
11341,255,2020-03-25,0,0
11342,255,2020-03-24,0,0
11343,255,2020-03-23,0,0
11344,255,2020-03-22,0,1
11345,255,2020-03-21,0,0
11346,255,2020-03-20,0,0
11347,255,2020-03-19,0,2
11348,255,2020-03-18,0,0
11349,255,2020-03-17,0,0
11350,255,2020-03-16,0,1
11351,256,2020-06-14,0,50
11352,256,2020-06-13,0,74
11353,256,2020-06-12,0,77
11354,256,2020-06-11,1,86
11355,256,2020-06-10,1,33
11356,256,2020-06-09,0,24
11357,256,2020-06-08,0,55
11358,256,2020-06-07,0,35
11359,256,2020-06-06,0,34
11360,256,2020-06-05,0,37
11361,256,2020-06-04,0,52
11362,256,2020-06-03,0,21
11363,256,2020-06-02,0,28
11364,256,2020-06-01,0,9
11365,256,2020-05-31,0,25
11366,256,2020-05-30,0,22
11367,256,2020-05-29,0,16
11368,256,2020-05-28,0,28
11369,256,2020-05-27,0,5
11370,256,2020-05-26,0,21
11371,256,2020-05-25,0,12
11372,256,2020-05-24,0,7
11373,256,2020-05-23,0,8
11374,256,2020-05-22,0,6
11375,256,2020-05-21,0,15
11376,256,2020-05-20,0,16
11377,256,2020-05-19,0,3
11378,256,2020-05-18,0,10
11379,256,2020-05-17,2,10
11380,256,2020-05-16,0,13
11381,256,2020-05-15,1,15
11382,256,2020-05-14,0,11
11383,256,2020-05-13,0,3
11384,256,2020-05-12,1,9
11385,256,2020-05-11,0,12
11386,256,2020-05-10,0,7
11387,256,2020-05-09,0,8
11388,256,2020-05-08,0,4
11389,256,2020-05-07,0,6
11390,256,2020-05-06,0,13
11391,256,2020-05-05,0,3
11392,256,2020-05-04,0,6
11393,256,2020-05-03,0,8
11394,256,2020-05-02,0,6
11395,256,2020-05-01,0,6
11396,256,2020-04-30,0,8
11397,256,2020-04-29,0,8
11398,256,2020-04-28,0,2
11399,256,2020-04-27,0,2
11400,256,2020-04-26,0,6
11401,256,2020-04-25,0,0
11402,256,2020-04-24,0,6
11403,256,2020-04-23,0,12
11404,256,2020-04-22,0,7
11405,256,2020-04-21,2,2
11406,256,2020-04-20,0,5
11407,256,2020-04-19,0,6
11408,256,2020-04-18,0,7
11409,256,2020-04-17,0,16
11410,256,2020-04-16,1,8
11411,256,2020-04-15,0,6
11412,256,2020-04-14,0,17
11413,256,2020-04-13,0,18
11414,256,2020-04-12,0,19
11415,256,2020-04-11,0,19
11416,256,2020-04-10,1,37
11417,256,2020-04-09,0,19
11418,256,2020-04-08,0,16
11419,256,2020-04-07,0,13
11420,256,2020-04-06,0,19
11421,256,2020-04-05,0,19
11422,256,2020-04-04,0,20
11423,256,2020-04-03,0,21
11424,256,2020-04-02,0,28
11425,256,2020-04-01,0,17
11426,256,2020-03-31,0,16
11427,256,2020-03-30,0,19
11428,256,2020-03-29,0,32
11429,256,2020-03-28,0,32
11430,256,2020-03-27,0,30
11431,256,2020-03-26,0,24
11432,256,2020-03-25,0,19
11433,256,2020-03-24,0,24
11434,256,2020-03-23,0,17
11435,256,2020-03-22,0,4
11436,256,2020-03-21,1,26
11437,256,2020-03-20,0,18
11438,256,2020-03-19,1,19
11439,256,2020-03-18,0,9
11440,256,2020-03-17,0,6
11441,256,2020-03-16,0,8
11442,256,2020-03-15,0,1
11443,256,2020-03-14,0,3
11444,256,2020-03-13,0,1
11445,256,2020-03-12,0,9
11446,256,2020-03-11,0,4
11447,256,2020-03-10,0,4
11448,256,2020-03-09,0,4
11449,256,2020-03-07,0,1
11450,257,2020-06-14,0,164
11451,257,2020-06-13,4,280
11452,257,2020-06-12,0,223
11453,257,2020-06-11,3,186
11454,257,2020-06-10,0,114
11455,257,2020-06-09,2,142
11456,257,2020-06-08,0,182
11457,257,2020-06-07,0,126
11458,257,2020-06-06,1,169
11459,257,2020-06-05,2,238
11460,257,2020-06-04,0,0
11461,257,2020-06-03,0,73
11462,257,2020-06-02,0,118
11463,257,2020-06-01,0,34
11464,257,2020-05-31,1,49
11465,257,2020-05-30,0,109
11466,257,2020-05-29,1,85
11467,257,2020-05-28,1,79
11468,257,2020-05-27,0,54
11469,257,2020-05-26,0,47
11470,257,2020-05-25,0,10
11471,257,2020-05-24,1,65
11472,257,2020-05-23,0,70
11473,257,2020-05-22,0,0
11474,257,2020-05-21,1,78
11475,257,2020-05-20,0,34
11476,257,2020-05-19,1,10
11477,257,2020-05-18,2,48
11478,257,2020-05-17,1,44
11479,257,2020-05-16,0,46
11480,257,2020-05-15,0,59
11481,257,2020-05-14,3,55
11482,257,2020-05-13,0,127
11483,257,2020-05-12,0,30
11484,257,2020-05-11,0,33
11485,257,2020-05-10,1,65
11486,257,2020-05-09,0,31
11487,257,2020-05-08,2,55
11488,257,2020-05-07,0,52
11489,257,2020-05-06,1,32
11490,257,2020-05-05,0,34
11491,257,2020-05-04,2,36
11492,257,2020-05-03,0,29
11493,257,2020-05-02,1,58
11494,257,2020-05-01,0,37
11495,257,2020-04-30,0,55
11496,257,2020-04-29,0,19
11497,257,2020-04-28,0,14
11498,257,2020-04-27,0,39
11499,257,2020-04-26,0,34
11500,257,2020-04-25,0,73
11501,257,2020-04-24,0,52
11502,257,2020-04-23,1,36
11503,257,2020-04-22,3,37
11504,257,2020-04-21,1,32
11505,257,2020-04-20,1,46
11506,257,2020-04-19,2,59
11507,257,2020-04-18,0,54
11508,257,2020-04-17,0,34
11509,257,2020-04-16,0,28
11510,257,2020-04-15,0,0
11511,257,2020-04-14,1,52
11512,257,2020-04-13,1,41
11513,257,2020-04-12,1,53
11514,257,2020-04-11,0,36
11515,257,2020-04-10,0,60
11516,257,2020-04-09,0,35
11517,257,2020-04-08,0,26
11518,257,2020-04-07,0,62
11519,257,2020-04-06,1,16
11520,257,2020-04-05,1,27
11521,257,2020-04-04,0,24
11522,257,2020-04-03,0,4
11523,257,2020-04-02,0,22
11524,257,2020-04-01,0,0
11525,257,2020-03-31,0,3
11526,257,2020-03-30,1,25
11527,257,2020-03-29,0,39
11528,257,2020-03-28,0,5
11529,257,2020-03-27,0,16
11530,257,2020-03-26,0,7
11531,257,2020-03-25,0,48
11532,257,2020-03-24,0,0
11533,257,2020-03-23,0,8
11534,257,2020-03-22,0,3
11535,257,2020-03-21,0,5
11536,257,2020-03-20,0,3
11537,257,2020-03-19,0,1
11538,257,2020-03-18,0,0
11539,257,2020-03-17,0,1
11540,257,2020-03-16,0,0
11541,257,2020-03-15,0,3
11542,257,2020-03-12,0,1
11543,258,2020-06-14,0,2
11544,258,2020-06-13,1,0
11545,258,2020-06-12,0,0
11546,258,2020-06-11,0,2
11547,258,2020-06-10,2,0
11548,258,2020-06-09,0,0
11549,258,2020-06-08,0,0
11550,258,2020-06-07,1,0
11551,258,2020-06-06,0,0
11552,258,2020-06-05,0,1
11553,258,2020-06-04,0,0
11554,258,2020-06-03,0,0
11555,258,2020-06-02,0,0
11556,258,2020-06-01,0,0
11557,258,2020-05-31,0,1
11558,258,2020-05-30,1,0
11559,258,2020-05-29,1,1
11560,258,2020-05-28,0,0
11561,258,2020-05-27,1,0
11562,258,2020-05-26,1,0
11563,258,2020-05-25,0,1
11564,258,2020-05-24,0,0
11565,258,2020-05-23,2,6
11566,258,2020-05-22,1,3
11567,258,2020-05-21,0,2
11568,258,2020-05-20,1,4
11569,258,2020-05-19,0,2
11570,258,2020-05-18,0,2
11571,258,2020-05-17,0,2
11572,258,2020-05-16,1,1
11573,258,2020-05-15,0,8
11574,258,2020-05-14,3,6
11575,258,2020-05-13,0,11
11576,258,2020-05-12,1,9
11577,258,2020-05-11,3,11
11578,258,2020-05-10,1,15
11579,258,2020-05-09,0,36
11580,258,2020-05-08,1,6
11581,258,2020-05-07,2,7
11582,258,2020-05-06,3,11
11583,258,2020-05-05,1,5
11584,258,2020-05-04,2,8
11585,258,2020-05-03,2,3
11586,258,2020-05-02,6,9
11587,258,2020-05-01,2,14
11588,258,2020-04-30,4,15
11589,258,2020-04-29,4,8
11590,258,2020-04-28,4,9
11591,258,2020-04-27,1,14
11592,258,2020-04-26,3,7
11593,258,2020-04-25,1,28
11594,258,2020-04-24,2,31
11595,258,2020-04-23,0,42
11596,258,2020-04-22,1,27
11597,258,2020-04-21,0,10
11598,258,2020-04-20,8,39
11599,258,2020-04-19,3,18
11600,258,2020-04-18,1,23
11601,258,2020-04-17,1,50
11602,258,2020-04-16,3,37
11603,258,2020-04-15,6,54
11604,258,2020-04-14,2,50
11605,258,2020-04-13,2,66
11606,258,2020-04-12,0,39
11607,258,2020-04-11,1,88
11608,258,2020-04-10,1,64
11609,258,2020-04-09,1,61
11610,258,2020-04-08,2,60
11611,258,2020-04-07,1,40
11612,258,2020-04-06,3,56
11613,258,2020-04-05,4,47
11614,258,2020-04-04,1,68
11615,258,2020-04-03,1,48
11616,258,2020-04-02,0,96
11617,258,2020-04-01,0,77
11618,258,2020-03-31,0,77
11619,258,2020-03-30,1,56
11620,258,2020-03-29,2,71
11621,258,2020-03-28,1,91
11622,258,2020-03-27,1,77
11623,258,2020-03-26,0,36
11624,258,2020-03-25,1,76
11625,258,2020-03-24,0,71
11626,258,2020-03-23,0,29
11627,258,2020-03-22,0,80
11628,258,2020-03-21,0,22
11629,258,2020-03-20,0,23
11630,258,2020-03-19,0,12
11631,258,2020-03-18,0,13
11632,258,2020-03-17,0,8
11633,258,2020-03-16,0,11
11634,258,2020-03-15,0,6
11635,258,2020-03-14,0,6
11636,258,2020-03-13,0,9
11637,258,2020-03-12,0,3
11638,258,2020-03-11,0,1
11639,258,2020-03-08,0,1
11640,258,2020-03-07,0,1
11641,258,2020-03-06,0,1
11642,258,2020-03-04,0,1
11643,258,2020-03-03,0,1
11644,258,2020-03-02,0,2
11645,258,2020-03-01,0,0
11646,258,2020-02-29,0,2
11647,258,2020-02-28,0,1
11648,258,2020-02-27,0,1
11649,258,2020-02-26,0,1
11650,258,2020-02-25,0,0
11651,258,2020-02-24,0,0
11652,258,2020-02-23,0,0
11653,258,2020-02-22,0,0
11654,258,2020-02-21,0,0
11655,258,2020-02-20,0,0
11656,258,2020-02-19,0,0
11657,258,2020-02-18,0,0
11658,258,2020-02-17,0,0
11659,258,2020-02-16,0,0
11660,258,2020-02-15,0,0
11661,258,2020-02-14,0,0
11662,258,2020-02-13,0,0
11663,258,2020-02-12,0,0
11664,258,2020-02-11,0,0
11665,258,2020-02-10,0,0
11666,258,2020-02-09,0,0
11667,258,2020-02-08,0,0
11668,258,2020-02-07,0,0
11669,258,2020-02-06,0,0
11670,258,2020-02-05,0,0
11671,258,2020-02-04,0,0
11672,258,2020-02-03,0,0
11673,258,2020-02-02,0,0
11674,258,2020-02-01,0,0
11675,258,2020-01-31,0,0
11676,258,2020-01-30,0,0
11677,258,2020-01-29,0,0
11678,258,2020-01-28,0,0
11679,258,2020-01-27,0,0
11680,258,2020-01-26,0,0
11681,258,2020-01-25,0,0
11682,258,2020-01-24,0,0
11683,258,2020-01-23,0,0
11684,258,2020-01-22,0,0
11685,258,2020-01-21,0,0
11686,258,2020-01-20,0,0
11687,258,2020-01-19,0,0
11688,258,2020-01-18,0,0
11689,258,2020-01-17,0,0
11690,258,2020-01-16,0,0
11691,258,2020-01-15,0,0
11692,258,2020-01-14,0,0
11693,258,2020-01-13,0,0
11694,258,2020-01-12,0,0
11695,258,2020-01-11,0,0
11696,258,2020-01-10,0,0
11697,258,2020-01-09,0,0
11698,258,2020-01-08,0,0
11699,258,2020-01-07,0,0
11700,258,2020-01-06,0,0
11701,258,2020-01-05,0,0
11702,258,2020-01-04,0,0
11703,258,2020-01-03,0,0
11704,258,2020-01-02,0,0
11705,258,2020-01-01,0,0
11706,258,2019-12-31,0,0
11707,259,2020-06-14,0,5
11708,259,2020-06-13,0,14
11709,259,2020-06-12,1,8
11710,259,2020-06-11,0,6
11711,259,2020-06-10,0,5
11712,259,2020-06-09,0,9
11713,259,2020-06-08,0,18
11714,259,2020-06-07,0,40
11715,259,2020-06-06,0,14
11716,259,2020-06-05,0,12
11717,259,2020-06-04,0,15
11718,259,2020-06-03,0,9
11719,259,2020-06-02,0,38
11720,259,2020-06-01,0,20
11721,259,2020-05-31,1,20
11722,259,2020-05-30,0,22
11723,259,2020-05-29,0,9
11724,259,2020-05-28,0,11
11725,259,2020-05-27,0,16
11726,259,2020-05-26,0,6
11727,259,2020-05-25,1,10
11728,259,2020-05-24,0,15
11729,259,2020-05-23,1,8
11730,259,2020-05-22,1,8
11731,259,2020-05-21,0,13
11732,259,2020-05-20,0,6
11733,259,2020-05-19,0,9
11734,259,2020-05-18,0,10
11735,259,2020-05-17,0,22
11736,259,2020-05-16,0,10
11737,259,2020-05-15,0,20
11738,259,2020-05-14,1,6
11739,259,2020-05-13,1,21
11740,259,2020-05-12,0,17
11741,259,2020-05-11,3,12
11742,259,2020-05-10,0,13
11743,259,2020-05-09,1,12
11744,259,2020-05-08,4,26
11745,259,2020-05-07,0,18
11746,259,2020-05-06,0,17
11747,259,2020-05-05,2,19
11748,259,2020-05-04,1,38
11749,259,2020-05-03,2,74
11750,259,2020-05-02,3,36
11751,259,2020-05-01,3,34
11752,259,2020-04-30,0,30
11753,259,2020-04-29,2,48
11754,259,2020-04-28,2,20
11755,259,2020-04-27,3,32
11756,259,2020-04-26,2,52
11757,259,2020-04-25,6,50
11758,259,2020-04-24,3,46
11759,259,2020-04-23,2,52
11760,259,2020-04-22,2,50
11761,259,2020-04-21,2,52
11762,259,2020-04-20,2,49
11763,259,2020-04-19,1,63
11764,259,2020-04-18,4,61
11765,259,2020-04-17,3,48
11766,259,2020-04-16,3,48
11767,259,2020-04-15,0,40
11768,259,2020-04-14,3,57
11769,259,2020-04-13,2,49
11770,259,2020-04-12,1,56
11771,259,2020-04-11,0,49
11772,259,2020-04-10,3,58
11773,259,2020-04-09,1,61
11774,259,2020-04-08,2,46
11775,259,2020-04-07,1,30
11776,259,2020-04-06,2,32
11777,259,2020-04-05,0,19
11778,259,2020-04-04,0,36
11779,259,2020-04-03,0,21
11780,259,2020-04-02,0,26
11781,259,2020-04-01,2,16
11782,259,2020-03-31,1,31
11783,259,2020-03-30,0,20
11784,259,2020-03-29,1,39
11785,259,2020-03-28,0,13
11786,259,2020-03-27,1,10
11787,259,2020-03-26,0,9
11788,259,2020-03-25,0,8
11789,259,2020-03-24,0,5
11790,259,2020-03-23,0,10
11791,259,2020-03-22,0,4
11792,259,2020-03-21,0,5
11793,259,2020-03-20,0,5
11794,259,2020-03-19,1,4
11795,259,2020-03-18,0,3
11796,259,2020-03-15,0,0
11797,259,2020-03-14,0,1
11798,259,2020-03-12,0,3
11799,260,2020-06-14,0,0
11800,260,2020-06-13,0,0
11801,260,2020-06-12,0,1
11802,260,2020-06-11,0,0
11803,260,2020-06-10,0,0
11804,260,2020-06-09,0,0
11805,260,2020-06-08,0,0
11806,260,2020-06-07,0,0
11807,260,2020-06-06,0,0
11808,260,2020-06-05,0,1
11809,260,2020-06-04,0,0
11810,260,2020-06-03,0,0
11811,260,2020-06-02,0,1
11812,260,2020-06-01,0,0
11813,260,2020-05-31,0,0
11814,260,2020-05-30,0,0
11815,260,2020-05-29,0,1
11816,260,2020-05-28,0,0
11817,260,2020-05-27,0,0
11818,260,2020-05-26,0,1
11819,260,2020-05-25,0,1
11820,260,2020-05-24,0,0
11821,260,2020-05-23,0,0
11822,260,2020-05-22,0,0
11823,260,2020-05-21,0,0
11824,260,2020-05-20,0,0
11825,260,2020-05-19,0,0
11826,260,2020-05-18,0,0
11827,260,2020-05-17,0,0
11828,260,2020-05-16,0,0
11829,260,2020-05-15,0,0
11830,260,2020-05-14,0,0
11831,260,2020-05-13,0,0
11832,260,2020-05-12,0,0
11833,260,2020-05-11,0,0
11834,260,2020-05-10,0,0
11835,260,2020-05-09,0,0
11836,260,2020-05-08,0,0
11837,260,2020-05-07,0,0
11838,260,2020-05-06,0,0
11839,260,2020-05-05,0,0
11840,260,2020-05-04,0,0
11841,260,2020-05-03,0,0
11842,260,2020-05-02,0,0
11843,260,2020-05-01,0,0
11844,260,2020-04-30,0,0
11845,260,2020-04-29,0,0
11846,260,2020-04-28,0,0
11847,260,2020-04-27,0,0
11848,260,2020-04-26,0,0
11849,260,2020-04-25,0,2
11850,260,2020-04-24,0,0
11851,260,2020-04-23,0,0
11852,260,2020-04-22,0,0
11853,260,2020-04-21,0,0
11854,260,2020-04-20,0,0
11855,260,2020-04-19,0,0
11856,260,2020-04-18,0,0
11857,260,2020-04-17,0,0
11858,260,2020-04-16,0,0
11859,260,2020-04-15,0,0
11860,260,2020-04-14,0,0
11861,260,2020-04-13,0,0
11862,260,2020-04-12,0,0
11863,260,2020-04-11,0,0
11864,260,2020-04-10,0,0
11865,260,2020-04-09,0,1
11866,260,2020-04-08,0,0
11867,260,2020-04-07,0,2
11868,260,2020-04-06,0,0
11869,260,2020-04-05,0,0
11870,260,2020-04-04,0,0
11871,260,2020-04-03,0,0
11872,260,2020-04-02,0,0
11873,260,2020-04-01,0,2
11874,260,2020-03-30,0,1
11875,260,2020-03-29,0,0
11876,260,2020-03-28,0,1
11877,260,2020-03-27,0,1
11878,260,2020-03-26,1,0
11879,260,2020-03-24,0,3
11880,260,2020-03-20,0,2
11881,260,2020-03-13,0,1
11882,261,2020-06-14,0,0
11883,261,2020-06-13,0,5
11884,261,2020-06-12,0,1
11885,261,2020-06-11,0,2
11886,261,2020-06-10,0,2
11887,261,2020-06-09,0,6
11888,261,2020-06-08,0,4
11889,261,2020-06-07,1,0
11890,261,2020-06-06,0,2
11891,261,2020-06-05,0,0
11892,261,2020-06-04,0,6
11893,261,2020-06-03,0,3
11894,261,2020-06-02,0,5
11895,261,2020-06-01,0,1
11896,261,2020-05-31,0,2
11897,261,2020-05-30,0,0
11898,261,2020-05-29,0,2
11899,261,2020-05-28,0,0
11900,261,2020-05-27,0,2
11901,261,2020-05-26,0,2
11902,261,2020-05-25,0,8
11903,261,2020-05-24,0,0
11904,261,2020-05-23,0,4
11905,261,2020-05-22,0,1
11906,261,2020-05-21,0,4
11907,261,2020-05-20,0,1
11908,261,2020-05-19,0,1
11909,261,2020-05-18,0,2
11910,261,2020-05-17,0,4
11911,261,2020-05-16,0,3
11912,261,2020-05-15,0,2
11913,261,2020-05-14,1,2
11914,261,2020-05-13,0,2
11915,261,2020-05-12,0,3
11916,261,2020-05-11,1,6
11917,261,2020-05-10,0,1
11918,261,2020-05-09,0,2
11919,261,2020-05-08,0,6
11920,261,2020-05-07,0,5
11921,261,2020-05-06,0,4
11922,261,2020-05-05,0,2
11923,261,2020-05-04,0,8
11924,261,2020-05-03,0,7
11925,261,2020-05-02,0,7
11926,261,2020-05-01,0,7
11927,261,2020-04-30,0,6
11928,261,2020-04-29,0,15
11929,261,2020-04-28,1,5
11930,261,2020-04-27,0,7
11931,261,2020-04-26,0,6
11932,261,2020-04-25,0,9
11933,261,2020-04-24,0,5
11934,261,2020-04-23,2,6
11935,261,2020-04-22,0,12
11936,261,2020-04-21,0,5
11937,261,2020-04-20,0,6
11938,261,2020-04-19,0,26
11939,261,2020-04-18,0,0
11940,261,2020-04-17,0,20
11941,261,2020-04-16,0,20
11942,261,2020-04-15,0,33
11943,261,2020-04-14,1,29
11944,261,2020-04-13,1,17
11945,261,2020-04-12,0,21
11946,261,2020-04-11,0,31
11947,261,2020-04-10,1,38
11948,261,2020-04-09,0,32
11949,261,2020-04-08,0,29
11950,261,2020-04-07,0,19
11951,261,2020-04-06,0,20
11952,261,2020-04-05,0,30
11953,261,2020-04-04,0,40
11954,261,2020-04-03,0,36
11955,261,2020-04-02,1,58
11956,261,2020-04-01,1,32
11957,261,2020-03-31,1,16
11958,261,2020-03-30,1,35
11959,261,2020-03-29,0,17
11960,261,2020-03-28,2,16
11961,261,2020-03-27,0,14
11962,261,2020-03-26,0,8
11963,261,2020-03-25,3,8
11964,261,2020-03-24,0,21
11965,261,2020-03-23,0,11
11966,261,2020-03-22,0,17
11967,261,2020-03-21,0,9
11968,261,2020-03-20,0,0
11969,261,2020-03-19,0,18
11970,261,2020-03-18,0,0
11971,261,2020-03-17,0,10
11972,261,2020-03-16,0,9
11973,261,2020-03-15,0,7
11974,261,2020-03-14,0,8
11975,261,2020-03-12,0,4
11976,261,2020-03-10,0,2
11977,262,2020-06-14,0,53
11978,262,2020-06-13,0,52
11979,262,2020-06-12,1,62
11980,262,2020-06-11,0,73
11981,262,2020-06-10,0,54
11982,262,2020-06-09,1,69
11983,262,2020-06-08,0,61
11984,262,2020-06-07,0,38
11985,262,2020-06-06,1,35
11986,262,2020-06-05,2,56
11987,262,2020-06-04,1,74
11988,262,2020-06-03,2,62
11989,262,2020-06-02,1,29
11990,262,2020-06-01,1,43
11991,262,2020-05-31,0,34
11992,262,2020-05-30,0,56
11993,262,2020-05-29,2,54
11994,262,2020-05-28,0,36
11995,262,2020-05-27,0,46
11996,262,2020-05-26,2,47
11997,262,2020-05-25,1,67
11998,262,2020-05-24,2,77
11999,262,2020-05-23,6,59
12000,262,2020-05-22,2,33
12001,262,2020-05-21,2,74
12002,262,2020-05-20,5,61
12003,262,2020-05-19,0,111
12004,262,2020-05-18,1,20
12005,262,2020-05-17,1,49
12006,262,2020-05-16,2,55
12007,262,2020-05-15,3,82
12008,262,2020-05-14,7,48
12009,262,2020-05-13,1,45
12010,262,2020-05-12,2,53
12011,262,2020-05-11,4,28
12012,262,2020-05-10,3,18
12013,262,2020-05-09,3,46
12014,262,2020-05-08,8,57
12015,262,2020-05-07,5,78
12016,262,2020-05-06,5,77
12017,262,2020-05-05,4,38
12018,262,2020-05-04,3,26
12019,262,2020-05-03,5,18
12020,262,2020-05-02,4,55
12021,262,2020-05-01,9,103
12022,262,2020-04-30,0,75
12023,262,2020-04-29,4,55
12024,262,2020-04-28,2,45
12025,262,2020-04-27,3,52
12026,262,2020-04-26,3,79
12027,262,2020-04-25,2,85
12028,262,2020-04-24,3,52
12029,262,2020-04-23,9,95
12030,262,2020-04-22,5,127
12031,262,2020-04-21,8,127
12032,262,2020-04-20,7,133
12033,262,2020-04-19,8,105
12034,262,2020-04-18,4,116
12035,262,2020-04-17,3,130
12036,262,2020-04-16,5,162
12037,262,2020-04-15,18,82
12038,262,2020-04-14,5,68
12039,262,2020-04-13,9,89
12040,262,2020-04-12,10,170
12041,262,2020-04-11,7,163
12042,262,2020-04-10,13,257
12043,262,2020-04-09,11,295
12044,262,2020-04-08,10,195
12045,262,2020-04-07,11,235
12046,262,2020-04-06,8,115
12047,262,2020-04-05,6,282
12048,262,2020-04-04,9,332
12049,262,2020-04-03,5,269
12050,262,2020-04-02,8,281
12051,262,2020-04-01,7,306
12052,262,2020-03-31,8,173
12053,262,2020-03-30,5,166
12054,262,2020-03-29,2,384
12055,262,2020-03-28,0,217
12056,262,2020-03-27,3,408
12057,262,2020-03-26,3,260
12058,262,2020-03-25,2,158
12059,262,2020-03-24,0,71
12060,262,2020-03-23,1,170
12061,262,2020-03-22,0,91
12062,262,2020-03-21,0,210
12063,262,2020-03-20,0,172
12064,262,2020-03-19,0,88
12065,262,2020-03-18,0,90
12066,262,2020-03-17,0,46
12067,262,2020-03-16,0,84
12068,262,2020-03-15,0,64
12069,262,2020-03-14,0,34
12070,262,2020-03-13,0,22
12071,262,2020-03-12,0,31
12072,262,2020-03-11,0,23
12073,262,2020-03-10,0,8
12074,262,2020-03-09,0,6
12075,262,2020-03-08,0,7
12076,262,2020-03-07,0,7
12077,262,2020-03-06,0,4
12078,262,2020-03-05,0,3
12079,262,2020-03-04,0,0
